"name","platform","day_only","variable","value"
"Thierry Baudet
(FvD)","Twitter",2021-01-12,"Number of Likes",6275
"Thierry Baudet
(FvD)","Twitter",2021-01-13,"Number of Likes",2432
"Thierry Baudet
(FvD)","Twitter",2021-01-14,"Number of Likes",6707
"Thierry Baudet
(FvD)","Twitter",2021-01-15,"Number of Likes",7071
"Thierry Baudet
(FvD)","Twitter",2021-01-16,"Number of Likes",7601
"Thierry Baudet
(FvD)","Twitter",2021-01-17,"Number of Likes",5076
"Thierry Baudet
(FvD)","Twitter",2021-01-18,"Number of Likes",2721
"Thierry Baudet
(FvD)","Twitter",2021-01-19,"Number of Likes",5786
"Thierry Baudet
(FvD)","Twitter",2021-01-20,"Number of Likes",2291
"Thierry Baudet
(FvD)","Twitter",2021-01-21,"Number of Likes",6034
"Thierry Baudet
(FvD)","Twitter",2021-01-22,"Number of Likes",11835
"Thierry Baudet
(FvD)","Twitter",2021-01-23,"Number of Likes",3146
"Thierry Baudet
(FvD)","Twitter",2021-01-24,"Number of Likes",450
"Thierry Baudet
(FvD)","Twitter",2021-01-25,"Number of Likes",18043
"Thierry Baudet
(FvD)","Twitter",2021-01-26,"Number of Likes",6570
"Thierry Baudet
(FvD)","Twitter",2021-01-27,"Number of Likes",6953
"Thierry Baudet
(FvD)","Twitter",2021-01-28,"Number of Likes",4522
"Thierry Baudet
(FvD)","Twitter",2021-01-29,"Number of Likes",3964
"Thierry Baudet
(FvD)","Twitter",2021-01-30,"Number of Likes",1891
"Thierry Baudet
(FvD)","Twitter",2021-01-31,"Number of Likes",9450
"Thierry Baudet
(FvD)","Twitter",2021-02-01,"Number of Likes",5541
"Thierry Baudet
(FvD)","Twitter",2021-02-02,"Number of Likes",12267
"Thierry Baudet
(FvD)","Twitter",2021-02-03,"Number of Likes",8750
"Thierry Baudet
(FvD)","Twitter",2021-02-04,"Number of Likes",5200
"Thierry Baudet
(FvD)","Twitter",2021-02-05,"Number of Likes",4824
"Thierry Baudet
(FvD)","Twitter",2021-02-06,"Number of Likes",11104
"Thierry Baudet
(FvD)","Twitter",2021-02-07,"Number of Likes",14850
"Thierry Baudet
(FvD)","Twitter",2021-02-08,"Number of Likes",7159
"Thierry Baudet
(FvD)","Twitter",2021-02-09,"Number of Likes",24334
"Thierry Baudet
(FvD)","Twitter",2021-02-10,"Number of Likes",16736
"Thierry Baudet
(FvD)","Twitter",2021-02-11,"Number of Likes",13157
"Thierry Baudet
(FvD)","Twitter",2021-02-12,"Number of Likes",5980
"Thierry Baudet
(FvD)","Twitter",2021-02-13,"Number of Likes",6435
"Thierry Baudet
(FvD)","Twitter",2021-02-14,"Number of Likes",3411
"Thierry Baudet
(FvD)","Twitter",2021-02-15,"Number of Likes",6724
"Thierry Baudet
(FvD)","Twitter",2021-02-16,"Number of Likes",3220
"Thierry Baudet
(FvD)","Twitter",2021-02-17,"Number of Likes",9784
"Thierry Baudet
(FvD)","Twitter",2021-02-18,"Number of Likes",12555
"Thierry Baudet
(FvD)","Twitter",2021-02-19,"Number of Likes",12860
"Thierry Baudet
(FvD)","Twitter",2021-02-20,"Number of Likes",18973
"Thierry Baudet
(FvD)","Twitter",2021-02-21,"Number of Likes",14239
"Thierry Baudet
(FvD)","Twitter",2021-02-22,"Number of Likes",2636
"Wopke Hoekstra
(CDA)","Facebook",2021-01-01,"Number of Likes",399
"Wopke Hoekstra
(CDA)","Facebook",2021-01-10,"Number of Likes",151
"Wopke Hoekstra
(CDA)","Facebook",2021-01-16,"Number of Likes",315
"Wopke Hoekstra
(CDA)","Facebook",2021-01-20,"Number of Likes",283
"Wopke Hoekstra
(CDA)","Facebook",2021-01-22,"Number of Likes",180
"Wopke Hoekstra
(CDA)","Facebook",2021-01-23,"Number of Likes",202
"Wopke Hoekstra
(CDA)","Facebook",2021-01-24,"Number of Likes",91
"Wopke Hoekstra
(CDA)","Facebook",2021-01-26,"Number of Likes",73
"Wopke Hoekstra
(CDA)","Facebook",2021-01-28,"Number of Likes",250
"Wopke Hoekstra
(CDA)","Facebook",2021-01-29,"Number of Likes",146
"Wopke Hoekstra
(CDA)","Facebook",2021-01-30,"Number of Likes",123
"Wopke Hoekstra
(CDA)","Facebook",2021-01-31,"Number of Likes",53
"Wopke Hoekstra
(CDA)","Facebook",2021-02-02,"Number of Likes",211
"Wopke Hoekstra
(CDA)","Facebook",2021-02-04,"Number of Likes",59
"Wopke Hoekstra
(CDA)","Facebook",2021-02-05,"Number of Likes",174
"Wopke Hoekstra
(CDA)","Facebook",2021-02-07,"Number of Likes",55
"Wopke Hoekstra
(CDA)","Facebook",2021-02-09,"Number of Likes",45
"Wopke Hoekstra
(CDA)","Facebook",2021-02-11,"Number of Likes",39
"Wopke Hoekstra
(CDA)","Facebook",2021-02-12,"Number of Likes",29
"Wopke Hoekstra
(CDA)","Facebook",2021-02-13,"Number of Likes",192
"Wopke Hoekstra
(CDA)","Facebook",2021-02-14,"Number of Likes",399
"Wopke Hoekstra
(CDA)","Facebook",2021-02-15,"Number of Likes",54
"Wopke Hoekstra
(CDA)","Facebook",2021-02-16,"Number of Likes",83
"Wopke Hoekstra
(CDA)","Facebook",2021-02-18,"Number of Likes",190
"Wopke Hoekstra
(CDA)","Facebook",2021-02-21,"Number of Likes",221
"Wopke Hoekstra
(CDA)","Twitter",2021-01-05,"Number of Likes",0
"Wopke Hoekstra
(CDA)","Twitter",2021-01-09,"Number of Likes",0
"Wopke Hoekstra
(CDA)","Twitter",2021-01-14,"Number of Likes",245
"Wopke Hoekstra
(CDA)","Twitter",2021-01-15,"Number of Likes",504
"Wopke Hoekstra
(CDA)","Twitter",2021-01-16,"Number of Likes",693
"Wopke Hoekstra
(CDA)","Twitter",2021-01-18,"Number of Likes",496
"Wopke Hoekstra
(CDA)","Twitter",2021-01-19,"Number of Likes",43
"Wopke Hoekstra
(CDA)","Twitter",2021-01-20,"Number of Likes",352
"Wopke Hoekstra
(CDA)","Twitter",2021-01-21,"Number of Likes",0
"Wopke Hoekstra
(CDA)","Twitter",2021-01-22,"Number of Likes",288
"Wopke Hoekstra
(CDA)","Twitter",2021-01-23,"Number of Likes",453
"Wopke Hoekstra
(CDA)","Twitter",2021-01-24,"Number of Likes",83
"Wopke Hoekstra
(CDA)","Twitter",2021-01-25,"Number of Likes",373
"Wopke Hoekstra
(CDA)","Twitter",2021-01-26,"Number of Likes",137
"Wopke Hoekstra
(CDA)","Twitter",2021-01-27,"Number of Likes",165
"Wopke Hoekstra
(CDA)","Twitter",2021-01-28,"Number of Likes",52
"Wopke Hoekstra
(CDA)","Twitter",2021-01-31,"Number of Likes",188
"Wopke Hoekstra
(CDA)","Twitter",2021-02-01,"Number of Likes",123
"Wopke Hoekstra
(CDA)","Twitter",2021-02-02,"Number of Likes",320
"Wopke Hoekstra
(CDA)","Twitter",2021-02-04,"Number of Likes",123
"Wopke Hoekstra
(CDA)","Twitter",2021-02-05,"Number of Likes",332
"Wopke Hoekstra
(CDA)","Twitter",2021-02-09,"Number of Likes",195
"Wopke Hoekstra
(CDA)","Twitter",2021-02-10,"Number of Likes",18
"Wopke Hoekstra
(CDA)","Twitter",2021-02-11,"Number of Likes",83
"Wopke Hoekstra
(CDA)","Twitter",2021-02-12,"Number of Likes",36
"Wopke Hoekstra
(CDA)","Twitter",2021-02-13,"Number of Likes",489
"Wopke Hoekstra
(CDA)","Twitter",2021-02-16,"Number of Likes",98
"Wopke Hoekstra
(CDA)","Twitter",2021-02-18,"Number of Likes",800
"Esther Ouwehand
(PvdD)","Twitter",2021-01-26,"Number of Mentions",95
"Esther Ouwehand
(PvdD)","Twitter",2021-01-27,"Number of Mentions",40
"Esther Ouwehand
(PvdD)","Twitter",2021-01-28,"Number of Mentions",32
"Esther Ouwehand
(PvdD)","Twitter",2021-01-29,"Number of Mentions",163
"Esther Ouwehand
(PvdD)","Twitter",2021-01-30,"Number of Mentions",38
"Esther Ouwehand
(PvdD)","Twitter",2021-01-31,"Number of Mentions",45
"Esther Ouwehand
(PvdD)","Twitter",2021-02-01,"Number of Mentions",11
"Esther Ouwehand
(PvdD)","Twitter",2021-02-02,"Number of Mentions",16
"Esther Ouwehand
(PvdD)","Twitter",2021-02-03,"Number of Mentions",106
"Esther Ouwehand
(PvdD)","Twitter",2021-02-04,"Number of Mentions",48
"Esther Ouwehand
(PvdD)","Twitter",2021-02-05,"Number of Mentions",43
"Esther Ouwehand
(PvdD)","Twitter",2021-02-06,"Number of Mentions",61
"Esther Ouwehand
(PvdD)","Twitter",2021-02-07,"Number of Mentions",153
"Esther Ouwehand
(PvdD)","Twitter",2021-02-08,"Number of Mentions",27
"Esther Ouwehand
(PvdD)","Twitter",2021-02-09,"Number of Mentions",133
"Esther Ouwehand
(PvdD)","Twitter",2021-02-10,"Number of Mentions",108
"Esther Ouwehand
(PvdD)","Twitter",2021-02-11,"Number of Mentions",175
"Esther Ouwehand
(PvdD)","Twitter",2021-02-12,"Number of Mentions",255
"Esther Ouwehand
(PvdD)","Twitter",2021-02-13,"Number of Mentions",55
"Esther Ouwehand
(PvdD)","Twitter",2021-02-14,"Number of Mentions",99
"Esther Ouwehand
(PvdD)","Twitter",2021-02-15,"Number of Mentions",105
"Esther Ouwehand
(PvdD)","Twitter",2021-02-16,"Number of Mentions",136
"Esther Ouwehand
(PvdD)","Twitter",2021-02-17,"Number of Mentions",143
"Esther Ouwehand
(PvdD)","Twitter",2021-02-18,"Number of Mentions",80
"Esther Ouwehand
(PvdD)","Twitter",2021-02-19,"Number of Mentions",208
"Esther Ouwehand
(PvdD)","Twitter",2021-02-20,"Number of Mentions",105
"Esther Ouwehand
(PvdD)","Twitter",2021-02-21,"Number of Mentions",114
"Esther Ouwehand
(PvdD)","Twitter",2021-02-22,"Number of Mentions",60
"Esther Ouwehand
(PvdD)","Twitter",2021-02-23,"Number of Mentions",129
"Esther Ouwehand
(PvdD)","Twitter",2021-02-24,"Number of Mentions",185
"Esther Ouwehand
(PvdD)","Twitter",2021-02-25,"Number of Mentions",65
"Esther Ouwehand
(PvdD)","Twitter",2021-02-26,"Number of Mentions",52
"Esther Ouwehand
(PvdD)","Twitter",2021-02-27,"Number of Mentions",105
"Esther Ouwehand
(PvdD)","Twitter",2021-02-28,"Number of Mentions",128
"Esther Ouwehand
(PvdD)","Twitter",2021-03-01,"Number of Mentions",189
"Esther Ouwehand
(PvdD)","Twitter",2021-03-02,"Number of Mentions",253
"Esther Ouwehand
(PvdD)","Twitter",2021-03-03,"Number of Mentions",180
"Esther Ouwehand
(PvdD)","Twitter",2021-03-04,"Number of Mentions",88
"Farid Azarkan
(DENK)","Twitter",2021-01-26,"Number of Mentions",92
"Farid Azarkan
(DENK)","Twitter",2021-01-27,"Number of Mentions",86
"Farid Azarkan
(DENK)","Twitter",2021-01-28,"Number of Mentions",63
"Farid Azarkan
(DENK)","Twitter",2021-01-29,"Number of Mentions",31
"Farid Azarkan
(DENK)","Twitter",2021-01-30,"Number of Mentions",89
"Farid Azarkan
(DENK)","Twitter",2021-01-31,"Number of Mentions",87
"Farid Azarkan
(DENK)","Twitter",2021-02-01,"Number of Mentions",55
"Farid Azarkan
(DENK)","Twitter",2021-02-02,"Number of Mentions",23
"Farid Azarkan
(DENK)","Twitter",2021-02-03,"Number of Mentions",58
"Farid Azarkan
(DENK)","Twitter",2021-02-04,"Number of Mentions",43
"Farid Azarkan
(DENK)","Twitter",2021-02-05,"Number of Mentions",16
"Farid Azarkan
(DENK)","Twitter",2021-02-06,"Number of Mentions",7
"Farid Azarkan
(DENK)","Twitter",2021-02-07,"Number of Mentions",2
"Farid Azarkan
(DENK)","Twitter",2021-02-08,"Number of Mentions",116
"Farid Azarkan
(DENK)","Twitter",2021-02-09,"Number of Mentions",200
"Farid Azarkan
(DENK)","Twitter",2021-02-10,"Number of Mentions",140
"Farid Azarkan
(DENK)","Twitter",2021-02-11,"Number of Mentions",64
"Farid Azarkan
(DENK)","Twitter",2021-02-12,"Number of Mentions",37
"Farid Azarkan
(DENK)","Twitter",2021-02-13,"Number of Mentions",91
"Farid Azarkan
(DENK)","Twitter",2021-02-14,"Number of Mentions",94
"Farid Azarkan
(DENK)","Twitter",2021-02-15,"Number of Mentions",25
"Farid Azarkan
(DENK)","Twitter",2021-02-16,"Number of Mentions",56
"Farid Azarkan
(DENK)","Twitter",2021-02-17,"Number of Mentions",2
"Farid Azarkan
(DENK)","Twitter",2021-02-18,"Number of Mentions",85
"Farid Azarkan
(DENK)","Twitter",2021-02-19,"Number of Mentions",36
"Farid Azarkan
(DENK)","Twitter",2021-02-20,"Number of Mentions",44
"Farid Azarkan
(DENK)","Twitter",2021-02-21,"Number of Mentions",19
"Farid Azarkan
(DENK)","Twitter",2021-02-22,"Number of Mentions",11
"Farid Azarkan
(DENK)","Twitter",2021-02-23,"Number of Mentions",5
"Farid Azarkan
(DENK)","Twitter",2021-02-24,"Number of Mentions",105
"Farid Azarkan
(DENK)","Twitter",2021-02-25,"Number of Mentions",78
"Farid Azarkan
(DENK)","Twitter",2021-02-26,"Number of Mentions",252
"Farid Azarkan
(DENK)","Twitter",2021-02-27,"Number of Mentions",68
"Farid Azarkan
(DENK)","Twitter",2021-02-28,"Number of Mentions",109
"Farid Azarkan
(DENK)","Twitter",2021-03-01,"Number of Mentions",41
"Farid Azarkan
(DENK)","Twitter",2021-03-02,"Number of Mentions",54
"Farid Azarkan
(DENK)","Twitter",2021-03-03,"Number of Mentions",5
"Farid Azarkan
(DENK)","Twitter",2021-03-04,"Number of Mentions",6
"Geert Wilders
(PVV)","Twitter",2021-01-26,"Number of Mentions",4514
"Geert Wilders
(PVV)","Twitter",2021-01-27,"Number of Mentions",1916
"Geert Wilders
(PVV)","Twitter",2021-01-28,"Number of Mentions",679
"Geert Wilders
(PVV)","Twitter",2021-01-29,"Number of Mentions",985
"Geert Wilders
(PVV)","Twitter",2021-01-30,"Number of Mentions",1990
"Geert Wilders
(PVV)","Twitter",2021-01-31,"Number of Mentions",1447
"Geert Wilders
(PVV)","Twitter",2021-02-01,"Number of Mentions",2000
"Geert Wilders
(PVV)","Twitter",2021-02-02,"Number of Mentions",592
"Geert Wilders
(PVV)","Twitter",2021-02-03,"Number of Mentions",779
"Geert Wilders
(PVV)","Twitter",2021-02-04,"Number of Mentions",1194
"Geert Wilders
(PVV)","Twitter",2021-02-05,"Number of Mentions",753
"Geert Wilders
(PVV)","Twitter",2021-02-06,"Number of Mentions",1217
"Geert Wilders
(PVV)","Twitter",2021-02-07,"Number of Mentions",1221
"Geert Wilders
(PVV)","Twitter",2021-02-08,"Number of Mentions",2825
"Geert Wilders
(PVV)","Twitter",2021-02-09,"Number of Mentions",1758
"Geert Wilders
(PVV)","Twitter",2021-02-10,"Number of Mentions",1055
"Geert Wilders
(PVV)","Twitter",2021-02-11,"Number of Mentions",577
"Geert Wilders
(PVV)","Twitter",2021-02-12,"Number of Mentions",1826
"Geert Wilders
(PVV)","Twitter",2021-02-13,"Number of Mentions",2176
"Geert Wilders
(PVV)","Twitter",2021-02-14,"Number of Mentions",1682
"Geert Wilders
(PVV)","Twitter",2021-02-15,"Number of Mentions",12883
"Geert Wilders
(PVV)","Twitter",2021-02-16,"Number of Mentions",18898
"Geert Wilders
(PVV)","Twitter",2021-02-17,"Number of Mentions",1876
"Geert Wilders
(PVV)","Twitter",2021-02-18,"Number of Mentions",1954
"Geert Wilders
(PVV)","Twitter",2021-02-19,"Number of Mentions",1266
"Geert Wilders
(PVV)","Twitter",2021-02-20,"Number of Mentions",1501
"Geert Wilders
(PVV)","Twitter",2021-02-21,"Number of Mentions",1315
"Geert Wilders
(PVV)","Twitter",2021-02-22,"Number of Mentions",1044
"Geert Wilders
(PVV)","Twitter",2021-02-23,"Number of Mentions",1487
"Geert Wilders
(PVV)","Twitter",2021-02-24,"Number of Mentions",987
"Geert Wilders
(PVV)","Twitter",2021-02-25,"Number of Mentions",2951
"Geert Wilders
(PVV)","Twitter",2021-02-26,"Number of Mentions",1476
"Geert Wilders
(PVV)","Twitter",2021-02-27,"Number of Mentions",1428
"Geert Wilders
(PVV)","Twitter",2021-02-28,"Number of Mentions",1470
"Geert Wilders
(PVV)","Twitter",2021-03-01,"Number of Mentions",1511
"Geert Wilders
(PVV)","Twitter",2021-03-02,"Number of Mentions",1056
"Geert Wilders
(PVV)","Twitter",2021-03-03,"Number of Mentions",1661
"Geert Wilders
(PVV)","Twitter",2021-03-04,"Number of Mentions",671
"Gert-Jan Segers
(CU)","Twitter",2021-01-26,"Number of Mentions",587
"Gert-Jan Segers
(CU)","Twitter",2021-01-27,"Number of Mentions",178
"Gert-Jan Segers
(CU)","Twitter",2021-01-28,"Number of Mentions",43
"Gert-Jan Segers
(CU)","Twitter",2021-01-29,"Number of Mentions",73
"Gert-Jan Segers
(CU)","Twitter",2021-01-30,"Number of Mentions",177
"Gert-Jan Segers
(CU)","Twitter",2021-01-31,"Number of Mentions",37
"Gert-Jan Segers
(CU)","Twitter",2021-02-01,"Number of Mentions",18
"Gert-Jan Segers
(CU)","Twitter",2021-02-02,"Number of Mentions",126
"Gert-Jan Segers
(CU)","Twitter",2021-02-03,"Number of Mentions",106
"Gert-Jan Segers
(CU)","Twitter",2021-02-04,"Number of Mentions",200
"Gert-Jan Segers
(CU)","Twitter",2021-02-05,"Number of Mentions",80
"Gert-Jan Segers
(CU)","Twitter",2021-02-06,"Number of Mentions",35
"Gert-Jan Segers
(CU)","Twitter",2021-02-07,"Number of Mentions",64
"Gert-Jan Segers
(CU)","Twitter",2021-02-08,"Number of Mentions",65
"Gert-Jan Segers
(CU)","Twitter",2021-02-09,"Number of Mentions",69
"Gert-Jan Segers
(CU)","Twitter",2021-02-10,"Number of Mentions",58
"Gert-Jan Segers
(CU)","Twitter",2021-02-11,"Number of Mentions",95
"Gert-Jan Segers
(CU)","Twitter",2021-02-12,"Number of Mentions",41
"Gert-Jan Segers
(CU)","Twitter",2021-02-13,"Number of Mentions",141
"Gert-Jan Segers
(CU)","Twitter",2021-02-14,"Number of Mentions",27
"Gert-Jan Segers
(CU)","Twitter",2021-02-15,"Number of Mentions",440
"Gert-Jan Segers
(CU)","Twitter",2021-02-16,"Number of Mentions",70
"Gert-Jan Segers
(CU)","Twitter",2021-02-17,"Number of Mentions",11
"Gert-Jan Segers
(CU)","Twitter",2021-02-18,"Number of Mentions",23
"Gert-Jan Segers
(CU)","Twitter",2021-02-19,"Number of Mentions",30
"Gert-Jan Segers
(CU)","Twitter",2021-02-20,"Number of Mentions",120
"Gert-Jan Segers
(CU)","Twitter",2021-02-21,"Number of Mentions",110
"Gert-Jan Segers
(CU)","Twitter",2021-02-22,"Number of Mentions",44
"Gert-Jan Segers
(CU)","Twitter",2021-02-23,"Number of Mentions",174
"Gert-Jan Segers
(CU)","Twitter",2021-02-24,"Number of Mentions",197
"Gert-Jan Segers
(CU)","Twitter",2021-02-25,"Number of Mentions",239
"Gert-Jan Segers
(CU)","Twitter",2021-02-26,"Number of Mentions",176
"Gert-Jan Segers
(CU)","Twitter",2021-02-27,"Number of Mentions",139
"Gert-Jan Segers
(CU)","Twitter",2021-02-28,"Number of Mentions",169
"Gert-Jan Segers
(CU)","Twitter",2021-03-01,"Number of Mentions",84
"Gert-Jan Segers
(CU)","Twitter",2021-03-02,"Number of Mentions",123
"Gert-Jan Segers
(CU)","Twitter",2021-03-03,"Number of Mentions",9
"Gert-Jan Segers
(CU)","Twitter",2021-03-04,"Number of Mentions",56
"Jesse Klaver
(GL)","Twitter",2021-01-26,"Number of Mentions",1324
"Jesse Klaver
(GL)","Twitter",2021-01-27,"Number of Mentions",1784
"Jesse Klaver
(GL)","Twitter",2021-01-28,"Number of Mentions",720
"Jesse Klaver
(GL)","Twitter",2021-01-29,"Number of Mentions",511
"Jesse Klaver
(GL)","Twitter",2021-01-30,"Number of Mentions",572
"Jesse Klaver
(GL)","Twitter",2021-01-31,"Number of Mentions",276
"Jesse Klaver
(GL)","Twitter",2021-02-01,"Number of Mentions",293
"Jesse Klaver
(GL)","Twitter",2021-02-02,"Number of Mentions",464
"Jesse Klaver
(GL)","Twitter",2021-02-03,"Number of Mentions",509
"Jesse Klaver
(GL)","Twitter",2021-02-04,"Number of Mentions",544
"Jesse Klaver
(GL)","Twitter",2021-02-05,"Number of Mentions",224
"Jesse Klaver
(GL)","Twitter",2021-02-06,"Number of Mentions",545
"Jesse Klaver
(GL)","Twitter",2021-02-07,"Number of Mentions",196
"Jesse Klaver
(GL)","Twitter",2021-02-08,"Number of Mentions",374
"Jesse Klaver
(GL)","Twitter",2021-02-09,"Number of Mentions",525
"Jesse Klaver
(GL)","Twitter",2021-02-10,"Number of Mentions",464
"Jesse Klaver
(GL)","Twitter",2021-02-11,"Number of Mentions",731
"Jesse Klaver
(GL)","Twitter",2021-02-12,"Number of Mentions",625
"Jesse Klaver
(GL)","Twitter",2021-02-13,"Number of Mentions",294
"Jesse Klaver
(GL)","Twitter",2021-02-14,"Number of Mentions",127
"Jesse Klaver
(GL)","Twitter",2021-02-15,"Number of Mentions",406
"Jesse Klaver
(GL)","Twitter",2021-02-16,"Number of Mentions",371
"Jesse Klaver
(GL)","Twitter",2021-02-17,"Number of Mentions",34
"Jesse Klaver
(GL)","Twitter",2021-02-18,"Number of Mentions",371
"Jesse Klaver
(GL)","Twitter",2021-02-19,"Number of Mentions",150
"Jesse Klaver
(GL)","Twitter",2021-02-20,"Number of Mentions",518
"Jesse Klaver
(GL)","Twitter",2021-02-21,"Number of Mentions",511
"Jesse Klaver
(GL)","Twitter",2021-02-22,"Number of Mentions",202
"Jesse Klaver
(GL)","Twitter",2021-02-23,"Number of Mentions",1323
"Jesse Klaver
(GL)","Twitter",2021-02-24,"Number of Mentions",604
"Jesse Klaver
(GL)","Twitter",2021-02-25,"Number of Mentions",882
"Jesse Klaver
(GL)","Twitter",2021-02-26,"Number of Mentions",479
"Jesse Klaver
(GL)","Twitter",2021-02-27,"Number of Mentions",261
"Jesse Klaver
(GL)","Twitter",2021-02-28,"Number of Mentions",732
"Jesse Klaver
(GL)","Twitter",2021-03-01,"Number of Mentions",824
"Jesse Klaver
(GL)","Twitter",2021-03-02,"Number of Mentions",303
"Jesse Klaver
(GL)","Twitter",2021-03-03,"Number of Mentions",72
"Jesse Klaver
(GL)","Twitter",2021-03-04,"Number of Mentions",373
"Kees van der Staaij
(SGP)","Twitter",2021-01-26,"Number of Mentions",34
"Kees van der Staaij
(SGP)","Twitter",2021-01-27,"Number of Mentions",50
"Kees van der Staaij
(SGP)","Twitter",2021-01-28,"Number of Mentions",30
"Kees van der Staaij
(SGP)","Twitter",2021-01-29,"Number of Mentions",23
"Kees van der Staaij
(SGP)","Twitter",2021-01-30,"Number of Mentions",12
"Kees van der Staaij
(SGP)","Twitter",2021-01-31,"Number of Mentions",11
"Kees van der Staaij
(SGP)","Twitter",2021-02-01,"Number of Mentions",21
"Kees van der Staaij
(SGP)","Twitter",2021-02-02,"Number of Mentions",12
"Kees van der Staaij
(SGP)","Twitter",2021-02-03,"Number of Mentions",56
"Kees van der Staaij
(SGP)","Twitter",2021-02-04,"Number of Mentions",42
"Kees van der Staaij
(SGP)","Twitter",2021-02-05,"Number of Mentions",13
"Kees van der Staaij
(SGP)","Twitter",2021-02-06,"Number of Mentions",8
"Kees van der Staaij
(SGP)","Twitter",2021-02-07,"Number of Mentions",12
"Kees van der Staaij
(SGP)","Twitter",2021-02-08,"Number of Mentions",67
"Kees van der Staaij
(SGP)","Twitter",2021-02-09,"Number of Mentions",145
"Kees van der Staaij
(SGP)","Twitter",2021-02-10,"Number of Mentions",139
"Kees van der Staaij
(SGP)","Twitter",2021-02-11,"Number of Mentions",944
"Kees van der Staaij
(SGP)","Twitter",2021-02-12,"Number of Mentions",192
"Kees van der Staaij
(SGP)","Twitter",2021-02-13,"Number of Mentions",40
"Kees van der Staaij
(SGP)","Twitter",2021-02-14,"Number of Mentions",7
"Kees van der Staaij
(SGP)","Twitter",2021-02-15,"Number of Mentions",43
"Kees van der Staaij
(SGP)","Twitter",2021-02-16,"Number of Mentions",251
"Kees van der Staaij
(SGP)","Twitter",2021-02-17,"Number of Mentions",79
"Kees van der Staaij
(SGP)","Twitter",2021-02-18,"Number of Mentions",212
"Kees van der Staaij
(SGP)","Twitter",2021-02-19,"Number of Mentions",125
"Kees van der Staaij
(SGP)","Twitter",2021-02-20,"Number of Mentions",36
"Kees van der Staaij
(SGP)","Twitter",2021-02-21,"Number of Mentions",16
"Kees van der Staaij
(SGP)","Twitter",2021-02-22,"Number of Mentions",67
"Kees van der Staaij
(SGP)","Twitter",2021-02-23,"Number of Mentions",25
"Kees van der Staaij
(SGP)","Twitter",2021-02-24,"Number of Mentions",50
"Kees van der Staaij
(SGP)","Twitter",2021-02-25,"Number of Mentions",122
"Kees van der Staaij
(SGP)","Twitter",2021-02-26,"Number of Mentions",295
"Kees van der Staaij
(SGP)","Twitter",2021-02-27,"Number of Mentions",237
"Kees van der Staaij
(SGP)","Twitter",2021-02-28,"Number of Mentions",33
"Kees van der Staaij
(SGP)","Twitter",2021-03-01,"Number of Mentions",39
"Kees van der Staaij
(SGP)","Twitter",2021-03-02,"Number of Mentions",69
"Kees van der Staaij
(SGP)","Twitter",2021-03-03,"Number of Mentions",102
"Kees van der Staaij
(SGP)","Twitter",2021-03-04,"Number of Mentions",35
"Liane den Haan
(50PLUS)","Twitter",2021-01-26,"Number of Mentions",12
"Liane den Haan
(50PLUS)","Twitter",2021-01-27,"Number of Mentions",6
"Liane den Haan
(50PLUS)","Twitter",2021-01-28,"Number of Mentions",7
"Liane den Haan
(50PLUS)","Twitter",2021-01-29,"Number of Mentions",2
"Liane den Haan
(50PLUS)","Twitter",2021-01-30,"Number of Mentions",9
"Liane den Haan
(50PLUS)","Twitter",2021-01-31,"Number of Mentions",1
"Liane den Haan
(50PLUS)","Twitter",2021-02-01,"Number of Mentions",21
"Liane den Haan
(50PLUS)","Twitter",2021-02-02,"Number of Mentions",14
"Liane den Haan
(50PLUS)","Twitter",2021-02-03,"Number of Mentions",8
"Liane den Haan
(50PLUS)","Twitter",2021-02-04,"Number of Mentions",4
"Liane den Haan
(50PLUS)","Twitter",2021-02-05,"Number of Mentions",15
"Liane den Haan
(50PLUS)","Twitter",2021-02-06,"Number of Mentions",12
"Liane den Haan
(50PLUS)","Twitter",2021-02-08,"Number of Mentions",1
"Liane den Haan
(50PLUS)","Twitter",2021-02-10,"Number of Mentions",1
"Liane den Haan
(50PLUS)","Twitter",2021-02-11,"Number of Mentions",9
"Liane den Haan
(50PLUS)","Twitter",2021-02-12,"Number of Mentions",37
"Liane den Haan
(50PLUS)","Twitter",2021-02-13,"Number of Mentions",4
"Liane den Haan
(50PLUS)","Twitter",2021-02-14,"Number of Mentions",14
"Liane den Haan
(50PLUS)","Twitter",2021-02-15,"Number of Mentions",5
"Liane den Haan
(50PLUS)","Twitter",2021-02-16,"Number of Mentions",1
"Liane den Haan
(50PLUS)","Twitter",2021-02-17,"Number of Mentions",1
"Liane den Haan
(50PLUS)","Twitter",2021-02-19,"Number of Mentions",7
"Liane den Haan
(50PLUS)","Twitter",2021-02-20,"Number of Mentions",13
"Liane den Haan
(50PLUS)","Twitter",2021-02-21,"Number of Mentions",6
"Liane den Haan
(50PLUS)","Twitter",2021-02-23,"Number of Mentions",8
"Liane den Haan
(50PLUS)","Twitter",2021-02-24,"Number of Mentions",3
"Liane den Haan
(50PLUS)","Twitter",2021-02-25,"Number of Mentions",4
"Liane den Haan
(50PLUS)","Twitter",2021-02-26,"Number of Mentions",26
"Liane den Haan
(50PLUS)","Twitter",2021-02-27,"Number of Mentions",10
"Liane den Haan
(50PLUS)","Twitter",2021-02-28,"Number of Mentions",6
